Rounds, Target AC, STR save, Winner 
4, 20, 13, Fenthras
5, 20, 13, Fenthras
6, 20, 13, Fenthras
7, 20, 13, Fenthras
8, 20, 13, Fenthras
1, 20, 14, Sky Sentinel
2, 20, 14, Sky Sentinel
3, 20, 14, Fenthras
4, 20, 14, Fenthras
5, 20, 14, Fenthras
6, 20, 14, Fenthras
7, 20, 14, Fenthras
8, 20, 14, Fenthras
1, 20, 15, Sky Sentinel
2, 20, 15, Sky Sentinel
3, 20, 15, Fenthras
4, 20, 15, Fenthras
5, 20, 15, Fenthras
6, 20, 15, Fenthras
7, 20, 15, Fenthras
8, 20, 15, Fenthras
1, 20, 16, Sky Sentinel
2, 20, 16, Sky Sentinel
3, 20, 16, Fenthras
4, 20, 16, Fenthras
5, 20, 16, Fenthras
6, 20, 16, Fenthras
7, 20, 16, Fenthras
8, 20, 16, Fenthras
1, 20, 17, Sky Sentinel
2, 20, 17, Sky Sentinel
3, 20, 17, Fenthras
4, 20, 17, Fenthras
5, 20, 17, Fenthras
6, 20, 17, Fenthras
7, 20, 17, Fenthras
8, 20, 17, Fenthras
1, 21, -5, Sky Sentinel
2, 21, -5, Fenthras
3, 21, -5, Fenthras
4, 21, -5, Fenthras
5, 21, -5, Fenthras
6, 21, -5, Fenthras
7, 21, -5, Fenthras
8, 21, -5, Fenthras
1, 21, -4, Sky Sentinel
2, 21, -4, Fenthras
3, 21, -4, Fenthras
4, 21, -4, Fenthras
5, 21, -4, Fenthras
6, 21, -4, Fenthras
7, 21, -4, Fenthras
8, 21, -4, Fenthras
1, 21, -3, Sky Sentinel
2, 21, -3, Fenthras
3, 21, -3, Fenthras
4, 21, -3, Fenthras
5, 21, -3, Fenthras
6, 21, -3, Fenthras
7, 21, -3, Fenthras
8, 21, -3, Fenthras
1, 21, -2, Sky Sentinel
2, 21, -2, Fenthras
3, 21, -2, Fenthras
4, 21, -2, Fenthras
5, 21, -2, Fenthras
6, 21, -2, Fenthras
7, 21, -2, Fenthras
8, 21, -2, Fenthras
1, 21, -1, Sky Sentinel
2, 21, -1, Fenthras
3, 21, -1, Fenthras
4, 21, -1, Fenthras
5, 21, -1, Fenthras
6, 21, -1, Fenthras
7, 21, -1, Fenthras
8, 21, -1, Fenthras
1, 21, 0, Sky Sentinel
2, 21, 0, Fenthras
3, 21, 0, Fenthras
4, 21, 0, Fenthras
5, 21, 0, Fenthras
6, 21, 0, Fenthras
7, 21, 0, Fenthras
8, 21, 0, Fenthras
1, 21, 1, Sky Sentinel
2, 21, 1, Fenthras
3, 21, 1, Fenthras
4, 21, 1, Fenthras
5, 21, 1, Fenthras
6, 21, 1, Fenthras
7, 21, 1, Fenthras
8, 21, 1, Fenthras
1, 21, 2, Sky Sentinel
2, 21, 2, Fenthras
3, 21, 2, Fenthras
4, 21, 2, Fenthras
5, 21, 2, Fenthras
6, 21, 2, Fenthras
7, 21, 2, Fenthras
8, 21, 2, Fenthras
1, 21, 3, Sky Sentinel
2, 21, 3, Fenthras
3, 21, 3, Fenthras
4, 21, 3, Fenthras
5, 21, 3, Fenthras
6, 21, 3, Fenthras
7, 21, 3, Fenthras
8, 21, 3, Fenthras
1, 21, 4, Sky Sentinel
2, 21, 4, Fenthras
3, 21, 4, Fenthras
4, 21, 4, Fenthras
5, 21, 4, Fenthras
6, 21, 4, Fenthras
7, 21, 4, Fenthras
8, 21, 4, Fenthras
1, 21, 5, Sky Sentinel
2, 21, 5, Fenthras
3, 21, 5, Fenthras
4, 21, 5, Fenthras
5, 21, 5, Fenthras
6, 21, 5, Fenthras
7, 21, 5, Fenthras
8, 21, 5, Fenthras
1, 21, 6, Sky Sentinel
2, 21, 6, Fenthras
3, 21, 6, Fenthras
4, 21, 6, Fenthras
5, 21, 6, Fenthras
6, 21, 6, Fenthras
7, 21, 6, Fenthras
8, 21, 6, Fenthras
1, 21, 7, Sky Sentinel
2, 21, 7, Fenthras
3, 21, 7, Fenthras
4, 21, 7, Fenthras
5, 21, 7, Fenthras
6, 21, 7, Fenthras
7, 21, 7, Fenthras
8, 21, 7, Fenthras
1, 21, 8, Sky Sentinel
2, 21, 8, Fenthras
3, 21, 8, Fenthras
4, 21, 8, Fenthras
5, 21, 8, Fenthras
6, 21, 8, Fenthras
7, 21, 8, Fenthras
8, 21, 8, Fenthras
1, 21, 9, Sky Sentinel
2, 21, 9, Fenthras
3, 21, 9, Fenthras
4, 21, 9, Fenthras
5, 21, 9, Fenthras
6, 21, 9, Fenthras
7, 21, 9, Fenthras
8, 21, 9, Fenthras
1, 21, 10, Sky Sentinel
2, 21, 10, Fenthras
3, 21, 10, Fenthras
4, 21, 10, Fenthras
5, 21, 10, Fenthras
6, 21, 10, Fenthras
7, 21, 10, Fenthras
8, 21, 10, Fenthras
1, 21, 11, Sky Sentinel
2, 21, 11, Fenthras
3, 21, 11, Fenthras
4, 21, 11, Fenthras
5, 21, 11, Fenthras
6, 21, 11, Fenthras
7, 21, 11, Fenthras
8, 21, 11, Fenthras
1, 21, 12, Sky Sentinel
2, 21, 12, Sky Sentinel
3, 21, 12, Fenthras
4, 21, 12, Fenthras
5, 21, 12, Fenthras
6, 21, 12, Fenthras
7, 21, 12, Fenthras
8, 21, 12, Fenthras
1, 21, 13, Sky Sentinel
2, 21, 13, Sky Sentinel
3, 21, 13, Fenthras
4, 21, 13, Fenthras
5, 21, 13, Fenthras
6, 21, 13, Fenthras
7, 21, 13, Fenthras
8, 21, 13, Fenthras
1, 21, 14, Sky Sentinel
2, 21, 14, Sky Sentinel
3, 21, 14, Fenthras
4, 21, 14, Fenthras
5, 21, 14, Fenthras
6, 21, 14, Fenthras
7, 21, 14, Fenthras
8, 21, 14, Fenthras
1, 21, 15, Sky Sentinel
2, 21, 15, Sky Sentinel
3, 21, 15, Fenthras
4, 21, 15, Fenthras
5, 21, 15, Fenthras
6, 21, 15, Fenthras
7, 21, 15, Fenthras
8, 21, 15, Fenthras
1, 21, 16, Sky Sentinel
2, 21, 16, Sky Sentinel
3, 21, 16, Fenthras
4, 21, 16, Fenthras
5, 21, 16, Fenthras
6, 21, 16, Fenthras
7, 21, 16, Fenthras
8, 21, 16, Fenthras
1, 21, 17, Sky Sentinel
2, 21, 17, Sky Sentinel
3, 21, 17, Fenthras
4, 21, 17, Fenthras
5, 21, 17, Fenthras
6, 21, 17, Fenthras
7, 21, 17, Fenthras
8, 21, 17, Fenthras
1, 22, -5, Sky Sentinel
2, 22, -5, Fenthras
3, 22, -5, Fenthras
4, 22, -5, Fenthras
5, 22, -5, Fenthras
6, 22, -5, Fenthras
7, 22, -5, Fenthras
8, 22, -5, Fenthras
1, 22, -4, Sky Sentinel
2, 22, -4, Fenthras
3, 22, -4, Fenthras
4, 22, -4, Fenthras
5, 22, -4, Fenthras
6, 22, -4, Fenthras
7, 22, -4, Fenthras
8, 22, -4, Fenthras
1, 22, -3, Sky Sentinel
2, 22, -3, Fenthras
3, 22, -3, Fenthras
4, 22, -3, Fenthras
5, 22, -3, Fenthras
6, 22, -3, Fenthras
7, 22, -3, Fenthras
8, 22, -3, Fenthras
1, 22, -2, Sky Sentinel
2, 22, -2, Fenthras
3, 22, -2, Fenthras
4, 22, -2, Fenthras
5, 22, -2, Fenthras
6, 22, -2, Fenthras
7, 22, -2, Fenthras
8, 22, -2, Fenthras
1, 22, -1, Sky Sentinel
2, 22, -1, Fenthras
3, 22, -1, Fenthras
4, 22, -1, Fenthras
5, 22, -1, Fenthras
6, 22, -1, Fenthras
7, 22, -1, Fenthras
8, 22, -1, Fenthras
1, 22, 0, Sky Sentinel
2, 22, 0, Fenthras
3, 22, 0, Fenthras
4, 22, 0, Fenthras
5, 22, 0, Fenthras
6, 22, 0, Fenthras
7, 22, 0, Fenthras
8, 22, 0, Fenthras
1, 22, 1, Sky Sentinel
2, 22, 1, Fenthras
3, 22, 1, Fenthras
4, 22, 1, Fenthras
5, 22, 1, Fenthras
6, 22, 1, Fenthras
7, 22, 1, Fenthras
8, 22, 1, Fenthras
1, 22, 2, Sky Sentinel
2, 22, 2, Fenthras
3, 22, 2, Fenthras
4, 22, 2, Fenthras
5, 22, 2, Fenthras
6, 22, 2, Fenthras
7, 22, 2, Fenthras
8, 22, 2, Fenthras
1, 22, 3, Sky Sentinel
2, 22, 3, Fenthras
3, 22, 3, Fenthras
4, 22, 3, Fenthras
5, 22, 3, Fenthras
6, 22, 3, Fenthras
7, 22, 3, Fenthras
8, 22, 3, Fenthras
1, 22, 4, Sky Sentinel
2, 22, 4, Fenthras
3, 22, 4, Fenthras
4, 22, 4, Fenthras
5, 22, 4, Fenthras
6, 22, 4, Fenthras
7, 22, 4, Fenthras
8, 22, 4, Fenthras
1, 22, 5, Sky Sentinel
2, 22, 5, Fenthras
3, 22, 5, Fenthras
4, 22, 5, Fenthras
5, 22, 5, Fenthras
6, 22, 5, Fenthras
7, 22, 5, Fenthras
8, 22, 5, Fenthras
1, 22, 6, Sky Sentinel
2, 22, 6, Fenthras
3, 22, 6, Fenthras
4, 22, 6, Fenthras
5, 22, 6, Fenthras
6, 22, 6, Fenthras
7, 22, 6, Fenthras
8, 22, 6, Fenthras
1, 22, 7, Sky Sentinel
2, 22, 7, Fenthras
3, 22, 7, Fenthras
4, 22, 7, Fenthras
5, 22, 7, Fenthras
6, 22, 7, Fenthras
7, 22, 7, Fenthras
8, 22, 7, Fenthras
1, 22, 8, Sky Sentinel
2, 22, 8, Fenthras
3, 22, 8, Fenthras
4, 22, 8, Fenthras
5, 22, 8, Fenthras
6, 22, 8, Fenthras
7, 22, 8, Fenthras
8, 22, 8, Fenthras
1, 22, 9, Sky Sentinel
2, 22, 9, Fenthras
3, 22, 9, Fenthras
4, 22, 9, Fenthras
5, 22, 9, Fenthras
6, 22, 9, Fenthras
7, 22, 9, Fenthras
8, 22, 9, Fenthras
1, 22, 10, Sky Sentinel
2, 22, 10, Fenthras
3, 22, 10, Fenthras
4, 22, 10, Fenthras
5, 22, 10, Fenthras
6, 22, 10, Fenthras
7, 22, 10, Fenthras
8, 22, 10, Fenthras
1, 22, 11, Sky Sentinel
2, 22, 11, Fenthras
3, 22, 11, Fenthras
4, 22, 11, Fenthras
5, 22, 11, Fenthras
6, 22, 11, Fenthras
7, 22, 11, Fenthras
8, 22, 11, Fenthras
1, 22, 12, Sky Sentinel
2, 22, 12, Fenthras
3, 22, 12, Fenthras
4, 22, 12, Fenthras
5, 22, 12, Fenthras
6, 22, 12, Fenthras
7, 22, 12, Fenthras
8, 22, 12, Fenthras
1, 22, 13, Sky Sentinel
2, 22, 13, Sky Sentinel
3, 22, 13, Fenthras
4, 22, 13, Fenthras
5, 22, 13, Fenthras
6, 22, 13, Fenthras
7, 22, 13, Fenthras
8, 22, 13, Fenthras
1, 22, 14, Sky Sentinel
2, 22, 14, Sky Sentinel
3, 22, 14, Fenthras
4, 22, 14, Fenthras
5, 22, 14, Fenthras
6, 22, 14, Fenthras
7, 22, 14, Fenthras
8, 22, 14, Fenthras
1, 22, 15, Sky Sentinel
2, 22, 15, Sky Sentinel
3, 22, 15, Fenthras
4, 22, 15, Fenthras
5, 22, 15, Fenthras
6, 22, 15, Fenthras
7, 22, 15, Fenthras
8, 22, 15, Fenthras
1, 22, 16, Sky Sentinel
2, 22, 16, Sky Sentinel
3, 22, 16, Fenthras
4, 22, 16, Fenthras
5, 22, 16, Fenthras
6, 22, 16, Fenthras
7, 22, 16, Fenthras
8, 22, 16, Fenthras
1, 22, 17, Sky Sentinel
2, 22, 17, Sky Sentinel
3, 22, 17, Fenthras
4, 22, 17, Fenthras
5, 22, 17, Fenthras
6, 22, 17, Fenthras
7, 22, 17, Fenthras
8, 22, 17, Fenthras
1, 23, -5, Sky Sentinel
2, 23, -5, Fenthras
3, 23, -5, Fenthras
4, 23, -5, Fenthras
5, 23, -5, Fenthras
6, 23, -5, Fenthras
7, 23, -5, Fenthras
8, 23, -5, Fenthras
1, 23, -4, Sky Sentinel
2, 23, -4, Fenthras
3, 23, -4, Fenthras
4, 23, -4, Fenthras
5, 23, -4, Fenthras
6, 23, -4, Fenthras
7, 23, -4, Fenthras
8, 23, -4, Fenthras
1, 23, -3, Sky Sentinel
2, 23, -3, Fenthras
3, 23, -3, Fenthras
4, 23, -3, Fenthras
5, 23, -3, Fenthras
6, 23, -3, Fenthras
7, 23, -3, Fenthras
8, 23, -3, Fenthras
1, 23, -2, Sky Sentinel
2, 23, -2, Fenthras
3, 23, -2, Fenthras
4, 23, -2, Fenthras
5, 23, -2, Fenthras
6, 23, -2, Fenthras
7, 23, -2, Fenthras
8, 23, -2, Fenthras
1, 23, -1, Sky Sentinel
2, 23, -1, Fenthras
3, 23, -1, Fenthras
4, 23, -1, Fenthras
5, 23, -1, Fenthras
6, 23, -1, Fenthras
7, 23, -1, Fenthras
8, 23, -1, Fenthras
1, 23, 0, Sky Sentinel
2, 23, 0, Fenthras
3, 23, 0, Fenthras
4, 23, 0, Fenthras
5, 23, 0, Fenthras
6, 23, 0, Fenthras
7, 23, 0, Fenthras
8, 23, 0, Fenthras
1, 23, 1, Sky Sentinel
2, 23, 1, Fenthras
3, 23, 1, Fenthras
4, 23, 1, Fenthras
5, 23, 1, Fenthras
6, 23, 1, Fenthras
7, 23, 1, Fenthras
8, 23, 1, Fenthras
1, 23, 2, Sky Sentinel
2, 23, 2, Fenthras
3, 23, 2, Fenthras
4, 23, 2, Fenthras
5, 23, 2, Fenthras
6, 23, 2, Fenthras
7, 23, 2, Fenthras
8, 23, 2, Fenthras
1, 23, 3, Sky Sentinel
2, 23, 3, Fenthras
3, 23, 3, Fenthras
4, 23, 3, Fenthras
5, 23, 3, Fenthras
6, 23, 3, Fenthras
7, 23, 3, Fenthras
8, 23, 3, Fenthras
1, 23, 4, Sky Sentinel
2, 23, 4, Fenthras
3, 23, 4, Fenthras
4, 23, 4, Fenthras
5, 23, 4, Fenthras
6, 23, 4, Fenthras
7, 23, 4, Fenthras
8, 23, 4, Fenthras
1, 23, 5, Sky Sentinel
2, 23, 5, Fenthras
3, 23, 5, Fenthras
4, 23, 5, Fenthras
5, 23, 5, Fenthras
6, 23, 5, Fenthras
7, 23, 5, Fenthras
8, 23, 5, Fenthras
1, 23, 6, Sky Sentinel
2, 23, 6, Fenthras
3, 23, 6, Fenthras
4, 23, 6, Fenthras
5, 23, 6, Fenthras
6, 23, 6, Fenthras
7, 23, 6, Fenthras
8, 23, 6, Fenthras
1, 23, 7, Sky Sentinel
2, 23, 7, Fenthras
3, 23, 7, Fenthras
4, 23, 7, Fenthras
5, 23, 7, Fenthras
6, 23, 7, Fenthras
7, 23, 7, Fenthras
8, 23, 7, Fenthras
1, 23, 8, Sky Sentinel
2, 23, 8, Fenthras
3, 23, 8, Fenthras
4, 23, 8, Fenthras
5, 23, 8, Fenthras
6, 23, 8, Fenthras
7, 23, 8, Fenthras
8, 23, 8, Fenthras
1, 23, 9, Sky Sentinel
2, 23, 9, Fenthras
3, 23, 9, Fenthras
4, 23, 9, Fenthras
5, 23, 9, Fenthras
6, 23, 9, Fenthras
7, 23, 9, Fenthras
8, 23, 9, Fenthras
1, 23, 10, Sky Sentinel
2, 23, 10, Fenthras
3, 23, 10, Fenthras
4, 23, 10, Fenthras
5, 23, 10, Fenthras
6, 23, 10, Fenthras
7, 23, 10, Fenthras
8, 23, 10, Fenthras
1, 23, 11, Sky Sentinel
2, 23, 11, Fenthras
3, 23, 11, Fenthras
4, 23, 11, Fenthras
5, 23, 11, Fenthras
6, 23, 11, Fenthras
7, 23, 11, Fenthras
8, 23, 11, Fenthras
1, 23, 12, Sky Sentinel
2, 23, 12, Fenthras
3, 23, 12, Fenthras
4, 23, 12, Fenthras
5, 23, 12, Fenthras
6, 23, 12, Fenthras
7, 23, 12, Fenthras
8, 23, 12, Fenthras
1, 23, 13, Sky Sentinel
2, 23, 13, Fenthras
3, 23, 13, Fenthras
4, 23, 13, Fenthras
5, 23, 13, Fenthras
6, 23, 13, Fenthras
7, 23, 13, Fenthras
8, 23, 13, Fenthras
1, 23, 14, Sky Sentinel
2, 23, 14, Sky Sentinel
3, 23, 14, Fenthras
4, 23, 14, Fenthras
5, 23, 14, Fenthras
6, 23, 14, Fenthras
7, 23, 14, Fenthras
8, 23, 14, Fenthras
1, 23, 15, Sky Sentinel
2, 23, 15, Sky Sentinel
3, 23, 15, Fenthras
4, 23, 15, Fenthras
5, 23, 15, Fenthras
6, 23, 15, Fenthras
7, 23, 15, Fenthras
8, 23, 15, Fenthras
1, 23, 16, Sky Sentinel
2, 23, 16, Sky Sentinel
3, 23, 16, Fenthras
4, 23, 16, Fenthras
5, 23, 16, Fenthras
6, 23, 16, Fenthras
7, 23, 16, Fenthras
8, 23, 16, Fenthras
1, 23, 17, Sky Sentinel
2, 23, 17, Sky Sentinel
3, 23, 17, Fenthras
4, 23, 17, Fenthras
5, 23, 17, Fenthras
6, 23, 17, Fenthras
7, 23, 17, Fenthras
8, 23, 17, Fenthras
1, 24, -5, Sky Sentinel
2, 24, -5, Fenthras
3, 24, -5, Fenthras
4, 24, -5, Fenthras
5, 24, -5, Fenthras
6, 24, -5, Fenthras
7, 24, -5, Fenthras
8, 24, -5, Fenthras
1, 24, -4, Sky Sentinel
2, 24, -4, Fenthras
3, 24, -4, Fenthras
4, 24, -4, Fenthras
5, 24, -4, Fenthras
6, 24, -4, Fenthras
7, 24, -4, Fenthras
8, 24, -4, Fenthras
1, 24, -3, Sky Sentinel
2, 24, -3, Fenthras
3, 24, -3, Fenthras
4, 24, -3, Fenthras
5, 24, -3, Fenthras
6, 24, -3, Fenthras
7, 24, -3, Fenthras
8, 24, -3, Fenthras
1, 24, -2, Sky Sentinel
2, 24, -2, Fenthras
3, 24, -2, Fenthras
4, 24, -2, Fenthras
5, 24, -2, Fenthras
6, 24, -2, Fenthras
7, 24, -2, Fenthras
8, 24, -2, Fenthras
1, 24, -1, Sky Sentinel
2, 24, -1, Fenthras
3, 24, -1, Fenthras
4, 24, -1, Fenthras
5, 24, -1, Fenthras
6, 24, -1, Fenthras
7, 24, -1, Fenthras
8, 24, -1, Fenthras
1, 24, 0, Sky Sentinel
2, 24, 0, Fenthras
3, 24, 0, Fenthras
4, 24, 0, Fenthras
5, 24, 0, Fenthras
6, 24, 0, Fenthras
7, 24, 0, Fenthras
8, 24, 0, Fenthras
1, 24, 1, Sky Sentinel
2, 24, 1, Fenthras
3, 24, 1, Fenthras
4, 24, 1, Fenthras
5, 24, 1, Fenthras
6, 24, 1, Fenthras
7, 24, 1, Fenthras
8, 24, 1, Fenthras
1, 24, 2, Sky Sentinel
2, 24, 2, Fenthras
3, 24, 2, Fenthras
4, 24, 2, Fenthras
5, 24, 2, Fenthras
6, 24, 2, Fenthras
7, 24, 2, Fenthras
8, 24, 2, Fenthras
1, 24, 3, Sky Sentinel
2, 24, 3, Fenthras
3, 24, 3, Fenthras
4, 24, 3, Fenthras
5, 24, 3, Fenthras
6, 24, 3, Fenthras
7, 24, 3, Fenthras
8, 24, 3, Fenthras
1, 24, 4, Sky Sentinel
2, 24, 4, Fenthras
3, 24, 4, Fenthras
4, 24, 4, Fenthras
5, 24, 4, Fenthras
6, 24, 4, Fenthras
7, 24, 4, Fenthras
8, 24, 4, Fenthras
1, 24, 5, Sky Sentinel
2, 24, 5, Fenthras
3, 24, 5, Fenthras
4, 24, 5, Fenthras
5, 24, 5, Fenthras
6, 24, 5, Fenthras
7, 24, 5, Fenthras
8, 24, 5, Fenthras
1, 24, 6, Sky Sentinel
2, 24, 6, Fenthras
3, 24, 6, Fenthras
4, 24, 6, Fenthras
5, 24, 6, Fenthras
6, 24, 6, Fenthras
7, 24, 6, Fenthras
8, 24, 6, Fenthras
1, 24, 7, Sky Sentinel
2, 24, 7, Fenthras
3, 24, 7, Fenthras
4, 24, 7, Fenthras
5, 24, 7, Fenthras
6, 24, 7, Fenthras
7, 24, 7, Fenthras
8, 24, 7, Fenthras
1, 24, 8, Sky Sentinel
2, 24, 8, Fenthras
3, 24, 8, Fenthras
4, 24, 8, Fenthras
5, 24, 8, Fenthras
6, 24, 8, Fenthras
7, 24, 8, Fenthras
8, 24, 8, Fenthras
1, 24, 9, Sky Sentinel
2, 24, 9, Fenthras
3, 24, 9, Fenthras
4, 24, 9, Fenthras
5, 24, 9, Fenthras
6, 24, 9, Fenthras
7, 24, 9, Fenthras
8, 24, 9, Fenthras
1, 24, 10, Sky Sentinel
2, 24, 10, Fenthras
3, 24, 10, Fenthras
4, 24, 10, Fenthras
5, 24, 10, Fenthras
6, 24, 10, Fenthras
7, 24, 10, Fenthras
8, 24, 10, Fenthras
1, 24, 11, Sky Sentinel
2, 24, 11, Fenthras
3, 24, 11, Fenthras
4, 24, 11, Fenthras
5, 24, 11, Fenthras
6, 24, 11, Fenthras
7, 24, 11, Fenthras
8, 24, 11, Fenthras
1, 24, 12, Sky Sentinel
2, 24, 12, Fenthras
3, 24, 12, Fenthras
4, 24, 12, Fenthras
5, 24, 12, Fenthras
6, 24, 12, Fenthras
7, 24, 12, Fenthras
8, 24, 12, Fenthras
1, 24, 13, Sky Sentinel
2, 24, 13, Fenthras
3, 24, 13, Fenthras
4, 24, 13, Fenthras
5, 24, 13, Fenthras
6, 24, 13, Fenthras
7, 24, 13, Fenthras
8, 24, 13, Fenthras
1, 24, 14, Sky Sentinel
2, 24, 14, Fenthras
3, 24, 14, Fenthras
4, 24, 14, Fenthras
5, 24, 14, Fenthras
6, 24, 14, Fenthras
7, 24, 14, Fenthras
8, 24, 14, Fenthras
1, 24, 15, Sky Sentinel
2, 24, 15, Fenthras
3, 24, 15, Fenthras
4, 24, 15, Fenthras
5, 24, 15, Fenthras
6, 24, 15, Fenthras
7, 24, 15, Fenthras
8, 24, 15, Fenthras
1, 24, 16, Sky Sentinel
2, 24, 16, Fenthras
3, 24, 16, Fenthras
4, 24, 16, Fenthras
5, 24, 16, Fenthras
6, 24, 16, Fenthras
7, 24, 16, Fenthras
8, 24, 16, Fenthras
1, 24, 17, Sky Sentinel
2, 24, 17, Fenthras
3, 24, 17, Fenthras
4, 24, 17, Fenthras
5, 24, 17, Fenthras
6, 24, 17, Fenthras
7, 24, 17, Fenthras
8, 24, 17, Fenthras
1, 25, -5, Sky Sentinel
2, 25, -5, Fenthras
3, 25, -5, Fenthras
4, 25, -5, Fenthras
5, 25, -5, Fenthras
6, 25, -5, Fenthras
7, 25, -5, Fenthras
8, 25, -5, Fenthras
1, 25, -4, Sky Sentinel
2, 25, -4, Fenthras
3, 25, -4, Fenthras
4, 25, -4, Fenthras
5, 25, -4, Fenthras
6, 25, -4, Fenthras
7, 25, -4, Fenthras
8, 25, -4, Fenthras
1, 25, -3, Sky Sentinel
2, 25, -3, Fenthras
3, 25, -3, Fenthras
4, 25, -3, Fenthras
5, 25, -3, Fenthras
6, 25, -3, Fenthras
7, 25, -3, Fenthras
8, 25, -3, Fenthras
1, 25, -2, Sky Sentinel
2, 25, -2, Fenthras
3, 25, -2, Fenthras
4, 25, -2, Fenthras
5, 25, -2, Fenthras
6, 25, -2, Fenthras
7, 25, -2, Fenthras
8, 25, -2, Fenthras
1, 25, -1, Sky Sentinel
2, 25, -1, Fenthras
3, 25, -1, Fenthras
4, 25, -1, Fenthras
5, 25, -1, Fenthras
6, 25, -1, Fenthras
7, 25, -1, Fenthras
8, 25, -1, Fenthras
1, 25, 0, Sky Sentinel
2, 25, 0, Fenthras
3, 25, 0, Fenthras
4, 25, 0, Fenthras
5, 25, 0, Fenthras
6, 25, 0, Fenthras
7, 25, 0, Fenthras
8, 25, 0, Fenthras
1, 25, 1, Sky Sentinel
2, 25, 1, Fenthras
3, 25, 1, Fenthras
4, 25, 1, Fenthras
5, 25, 1, Fenthras
6, 25, 1, Fenthras
7, 25, 1, Fenthras
8, 25, 1, Fenthras
1, 25, 2, Sky Sentinel
2, 25, 2, Fenthras
3, 25, 2, Fenthras
4, 25, 2, Fenthras
5, 25, 2, Fenthras
6, 25, 2, Fenthras
7, 25, 2, Fenthras
8, 25, 2, Fenthras
1, 25, 3, Sky Sentinel
2, 25, 3, Fenthras
3, 25, 3, Fenthras
4, 25, 3, Fenthras
5, 25, 3, Fenthras
6, 25, 3, Fenthras
7, 25, 3, Fenthras
8, 25, 3, Fenthras
1, 25, 4, Sky Sentinel
2, 25, 4, Fenthras
3, 25, 4, Fenthras
4, 25, 4, Fenthras
5, 25, 4, Fenthras
6, 25, 4, Fenthras
7, 25, 4, Fenthras
8, 25, 4, Fenthras
1, 25, 5, Sky Sentinel
2, 25, 5, Fenthras
3, 25, 5, Fenthras
4, 25, 5, Fenthras
5, 25, 5, Fenthras
6, 25, 5, Fenthras
7, 25, 5, Fenthras
8, 25, 5, Fenthras
1, 25, 6, Sky Sentinel
2, 25, 6, Fenthras
3, 25, 6, Fenthras
4, 25, 6, Fenthras
5, 25, 6, Fenthras
6, 25, 6, Fenthras
7, 25, 6, Fenthras
8, 25, 6, Fenthras
1, 25, 7, Sky Sentinel
2, 25, 7, Fenthras
3, 25, 7, Fenthras
4, 25, 7, Fenthras
5, 25, 7, Fenthras
6, 25, 7, Fenthras
7, 25, 7, Fenthras
8, 25, 7, Fenthras
1, 25, 8, Sky Sentinel
2, 25, 8, Fenthras
3, 25, 8, Fenthras
4, 25, 8, Fenthras
5, 25, 8, Fenthras
6, 25, 8, Fenthras
7, 25, 8, Fenthras
8, 25, 8, Fenthras
1, 25, 9, Sky Sentinel
2, 25, 9, Fenthras
3, 25, 9, Fenthras
4, 25, 9, Fenthras
5, 25, 9, Fenthras
6, 25, 9, Fenthras
7, 25, 9, Fenthras
8, 25, 9, Fenthras
1, 25, 10, Sky Sentinel
2, 25, 10, Fenthras
3, 25, 10, Fenthras
4, 25, 10, Fenthras
5, 25, 10, Fenthras
6, 25, 10, Fenthras
7, 25, 10, Fenthras
8, 25, 10, Fenthras
1, 25, 11, Sky Sentinel
2, 25, 11, Fenthras
3, 25, 11, Fenthras
4, 25, 11, Fenthras
5, 25, 11, Fenthras
6, 25, 11, Fenthras
7, 25, 11, Fenthras
8, 25, 11, Fenthras
1, 25, 12, Sky Sentinel
2, 25, 12, Fenthras
3, 25, 12, Fenthras
4, 25, 12, Fenthras
5, 25, 12, Fenthras
6, 25, 12, Fenthras
7, 25, 12, Fenthras
8, 25, 12, Fenthras
1, 25, 13, Sky Sentinel
2, 25, 13, Fenthras
3, 25, 13, Fenthras
4, 25, 13, Fenthras
5, 25, 13, Fenthras
6, 25, 13, Fenthras
7, 25, 13, Fenthras
8, 25, 13, Fenthras
1, 25, 14, Sky Sentinel
2, 25, 14, Fenthras
3, 25, 14, Fenthras
4, 25, 14, Fenthras
5, 25, 14, Fenthras
6, 25, 14, Fenthras
7, 25, 14, Fenthras
8, 25, 14, Fenthras
1, 25, 15, Sky Sentinel
2, 25, 15, Fenthras
3, 25, 15, Fenthras
4, 25, 15, Fenthras
5, 25, 15, Fenthras
6, 25, 15, Fenthras
7, 25, 15, Fenthras
8, 25, 15, Fenthras
1, 25, 16, Sky Sentinel
2, 25, 16, Fenthras
3, 25, 16, Fenthras
4, 25, 16, Fenthras
5, 25, 16, Fenthras
6, 25, 16, Fenthras
7, 25, 16, Fenthras
8, 25, 16, Fenthras
1, 25, 17, Sky Sentinel
2, 25, 17, Fenthras
3, 25, 17, Fenthras
4, 25, 17, Fenthras
5, 25, 17, Fenthras
6, 25, 17, Fenthras
7, 25, 17, Fenthras
8, 25, 17, Fenthras
